#Time, 1: Suscep Indv, 2: No. Exp Indv, 3: No. Inf Indv, 4: No. Cont Indv, 5: No. Rec Indv, 6: No. Dead Indv, 7: Sev Cases, 8: Hosp Cases, 9:Q Sev Cases, 10: QNS Cases, 11: Cumulative Inf Count 
2.800000000000000000e+01,9.574000000000000000e+03,1.700000000000000000e+02,2.120000000000000000e+02,1.030000000000000000e+02,7.700000000000000000e+01,1.000000000000000000e+00,9.700000000000000000e+01,6.000000000000000000e+00,3.800000000000000000e+01,4.100000000000000000e+01,4.740000000000000000e+02
2.900000000000000000e+01,9.554000000000000000e+03,1.700000000000000000e+02,2.250000000000000000e+02,1.110000000000000000e+02,8.700000000000000000e+01,1.000000000000000000e+00,9.900000000000000000e+01,6.000000000000000000e+00,4.200000000000000000e+01,4.100000000000000000e+01,4.970000000000000000e+02
3.000000000000000000e+01,9.526000000000000000e+03,1.770000000000000000e+02,2.400000000000000000e+02,1.180000000000000000e+02,9.500000000000000000e+01,1.000000000000000000e+00,1.130000000000000000e+02,6.000000000000000000e+00,4.200000000000000000e+01,4.300000000000000000e+01,5.280000000000000000e+02
3.100000000000000000e+01,9.488000000000000000e+03,1.880000000000000000e+02,2.650000000000000000e+02,1.350000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.240000000000000000e+02,6.000000000000000000e+00,4.400000000000000000e+01,4.200000000000000000e+01,5.690000000000000000e+02
3.200000000000000000e+01,9.454000000000000000e+03,1.960000000000000000e+02,2.840000000000000000e+02,1.500000000000000000e+02,1.090000000000000000e+02,1.000000000000000000e+00,1.340000000000000000e+02,6.000000000000000000e+00,4.800000000000000000e+01,4.700000000000000000e+01,6.060000000000000000e+02
3.300000000000000000e+01,9.421000000000000000e+03,2.020000000000000000e+02,3.030000000000000000e+02,1.590000000000000000e+02,1.170000000000000000e+02,1.000000000000000000e+00,1.450000000000000000e+02,6.000000000000000000e+00,5.700000000000000000e+01,5.100000000000000000e+01,6.420000000000000000e+02
3.400000000000000000e+01,9.390000000000000000e+03,2.080000000000000000e+02,3.170000000000000000e+02,1.660000000000000000e+02,1.270000000000000000e+02,1.000000000000000000e+00,1.580000000000000000e+02,6.000000000000000000e+00,6.400000000000000000e+01,5.200000000000000000e+01,6.760000000000000000e+02
3.500000000000000000e+01,9.363000000000000000e+03,2.080000000000000000e+02,3.340000000000000000e+02,1.740000000000000000e+02,1.350000000000000000e+02,2.000000000000000000e+00,1.690000000000000000e+02,6.000000000000000000e+00,6.800000000000000000e+01,5.700000000000000000e+01,7.060000000000000000e+02
3.600000000000000000e+01,9.323000000000000000e+03,2.180000000000000000e+02,3.550000000000000000e+02,1.790000000000000000e+02,1.430000000000000000e+02,3.000000000000000000e+00,1.780000000000000000e+02,6.000000000000000000e+00,7.700000000000000000e+01,6.400000000000000000e+01,7.490000000000000000e+02
3.700000000000000000e+01,9.292000000000000000e+03,2.240000000000000000e+02,3.760000000000000000e+02,1.860000000000000000e+02,1.470000000000000000e+02,3.000000000000000000e+00,1.850000000000000000e+02,6.000000000000000000e+00,8.400000000000000000e+01,6.900000000000000000e+01,7.830000000000000000e+02
3.800000000000000000e+01,9.250000000000000000e+03,2.350000000000000000e+02,3.930000000000000000e+02,1.950000000000000000e+02,1.580000000000000000e+02,5.000000000000000000e+00,1.880000000000000000e+02,6.000000000000000000e+00,8.600000000000000000e+01,7.600000000000000000e+01,8.250000000000000000e+02
