#Time, 1: Suscep Indv, 2: No. Exp Indv, 3: No. Inf Indv, 4: No. Rec Indv, 5: No. Dead Indv, 6: Sev Cases, 7: Hosp Cases, 8:Q Sev Cases, 9: QNS Cases 
1.120000000000000000e+02,7.936000000000000000e+03,4.740000000000000000e+02,9.230000000000000000e+02,8.390000000000000000e+02,2.900000000000000000e+01,2.740000000000000000e+02,6.000000000000000000e+00,2.310000000000000000e+02,7.460000000000000000e+02
1.130000000000000000e+02,7.853000000000000000e+03,4.970000000000000000e+02,9.570000000000000000e+02,8.710000000000000000e+02,3.000000000000000000e+01,2.870000000000000000e+02,6.000000000000000000e+00,2.440000000000000000e+02,7.630000000000000000e+02
1.140000000000000000e+02,7.775000000000000000e+03,5.050000000000000000e+02,1.023000000000000000e+03,9.040000000000000000e+02,3.000000000000000000e+01,2.940000000000000000e+02,6.000000000000000000e+00,2.520000000000000000e+02,7.840000000000000000e+02
1.150000000000000000e+02,7.683000000000000000e+03,5.350000000000000000e+02,1.058000000000000000e+03,9.410000000000000000e+02,3.100000000000000000e+01,3.080000000000000000e+02,6.000000000000000000e+00,2.590000000000000000e+02,8.100000000000000000e+02
1.160000000000000000e+02,7.598000000000000000e+03,5.580000000000000000e+02,1.089000000000000000e+03,9.780000000000000000e+02,3.100000000000000000e+01,3.260000000000000000e+02,6.000000000000000000e+00,2.740000000000000000e+02,8.280000000000000000e+02
1.170000000000000000e+02,7.505000000000000000e+03,5.870000000000000000e+02,1.093000000000000000e+03,1.030000000000000000e+03,3.500000000000000000e+01,3.320000000000000000e+02,6.000000000000000000e+00,2.850000000000000000e+02,8.400000000000000000e+02
1.180000000000000000e+02,7.434000000000000000e+03,5.920000000000000000e+02,1.121000000000000000e+03,1.069000000000000000e+03,3.500000000000000000e+01,3.500000000000000000e+02,6.000000000000000000e+00,3.060000000000000000e+02,8.880000000000000000e+02
1.190000000000000000e+02,7.351000000000000000e+03,5.980000000000000000e+02,1.167000000000000000e+03,1.117000000000000000e+03,3.600000000000000000e+01,3.620000000000000000e+02,6.000000000000000000e+00,3.160000000000000000e+02,9.210000000000000000e+02
1.200000000000000000e+02,7.246000000000000000e+03,6.240000000000000000e+02,1.218000000000000000e+03,1.161000000000000000e+03,3.800000000000000000e+01,3.760000000000000000e+02,6.000000000000000000e+00,3.200000000000000000e+02,9.490000000000000000e+02
1.210000000000000000e+02,7.135000000000000000e+03,6.590000000000000000e+02,1.252000000000000000e+03,1.204000000000000000e+03,4.000000000000000000e+01,3.910000000000000000e+02,6.000000000000000000e+00,3.230000000000000000e+02,9.980000000000000000e+02
1.220000000000000000e+02,7.046000000000000000e+03,6.810000000000000000e+02,1.274000000000000000e+03,1.245000000000000000e+03,4.000000000000000000e+01,4.110000000000000000e+02,6.000000000000000000e+00,3.330000000000000000e+02,1.029000000000000000e+03
1.230000000000000000e+02,6.919000000000000000e+03,7.260000000000000000e+02,1.312000000000000000e+03,1.296000000000000000e+03,4.200000000000000000e+01,4.410000000000000000e+02,6.000000000000000000e+00,3.570000000000000000e+02,1.062000000000000000e+03
1.240000000000000000e+02,6.800000000000000000e+03,7.470000000000000000e+02,1.388000000000000000e+03,1.347000000000000000e+03,4.300000000000000000e+01,4.560000000000000000e+02,6.000000000000000000e+00,3.740000000000000000e+02,1.107000000000000000e+03
1.250000000000000000e+02,6.670000000000000000e+03,7.900000000000000000e+02,1.443000000000000000e+03,1.390000000000000000e+03,4.400000000000000000e+01,4.760000000000000000e+02,6.000000000000000000e+00,3.910000000000000000e+02,1.130000000000000000e+03
1.260000000000000000e+02,6.538000000000000000e+03,8.190000000000000000e+02,1.510000000000000000e+03,1.442000000000000000e+03,4.600000000000000000e+01,4.980000000000000000e+02,6.000000000000000000e+00,4.060000000000000000e+02,1.177000000000000000e+03
1.270000000000000000e+02,6.416000000000000000e+03,8.430000000000000000e+02,1.534000000000000000e+03,1.512000000000000000e+03,5.000000000000000000e+01,5.120000000000000000e+02,6.000000000000000000e+00,4.230000000000000000e+02,1.199000000000000000e+03
1.280000000000000000e+02,6.293000000000000000e+03,8.700000000000000000e+02,1.570000000000000000e+03,1.567000000000000000e+03,5.400000000000000000e+01,5.240000000000000000e+02,6.000000000000000000e+00,4.370000000000000000e+02,1.254000000000000000e+03
1.290000000000000000e+02,6.143000000000000000e+03,9.030000000000000000e+02,1.660000000000000000e+03,1.623000000000000000e+03,5.500000000000000000e+01,5.460000000000000000e+02,6.000000000000000000e+00,4.540000000000000000e+02,1.285000000000000000e+03
1.300000000000000000e+02,5.995000000000000000e+03,9.570000000000000000e+02,1.696000000000000000e+03,1.676000000000000000e+03,5.800000000000000000e+01,5.650000000000000000e+02,6.000000000000000000e+00,4.800000000000000000e+02,1.355000000000000000e+03
1.310000000000000000e+02,5.855000000000000000e+03,9.820000000000000000e+02,1.759000000000000000e+03,1.750000000000000000e+03,5.800000000000000000e+01,5.890000000000000000e+02,6.000000000000000000e+00,5.110000000000000000e+02,1.368000000000000000e+03
1.320000000000000000e+02,5.705000000000000000e+03,1.002000000000000000e+03,1.847000000000000000e+03,1.820000000000000000e+03,6.100000000000000000e+01,6.040000000000000000e+02,6.000000000000000000e+00,5.210000000000000000e+02,1.422000000000000000e+03
1.330000000000000000e+02,5.547000000000000000e+03,1.034000000000000000e+03,1.914000000000000000e+03,1.893000000000000000e+03,6.600000000000000000e+01,6.130000000000000000e+02,6.000000000000000000e+00,5.320000000000000000e+02,1.465000000000000000e+03
1.340000000000000000e+02,5.395000000000000000e+03,1.060000000000000000e+03,1.964000000000000000e+03,1.976000000000000000e+03,7.200000000000000000e+01,6.300000000000000000e+02,6.000000000000000000e+00,5.580000000000000000e+02,1.526000000000000000e+03
1.350000000000000000e+02,5.238000000000000000e+03,1.101000000000000000e+03,2.022000000000000000e+03,2.038000000000000000e+03,7.500000000000000000e+01,6.480000000000000000e+02,6.000000000000000000e+00,5.800000000000000000e+02,1.586000000000000000e+03
1.360000000000000000e+02,5.078000000000000000e+03,1.139000000000000000e+03,2.073000000000000000e+03,2.111000000000000000e+03,8.000000000000000000e+01,6.590000000000000000e+02,6.000000000000000000e+00,6.010000000000000000e+02,1.655000000000000000e+03
1.370000000000000000e+02,4.918000000000000000e+03,1.149000000000000000e+03,2.171000000000000000e+03,2.191000000000000000e+03,8.500000000000000000e+01,6.740000000000000000e+02,6.000000000000000000e+00,6.050000000000000000e+02,1.723000000000000000e+03
1.380000000000000000e+02,4.744000000000000000e+03,1.177000000000000000e+03,2.256000000000000000e+03,2.264000000000000000e+03,9.200000000000000000e+01,6.990000000000000000e+02,6.000000000000000000e+00,6.320000000000000000e+02,1.783000000000000000e+03
1.390000000000000000e+02,4.584000000000000000e+03,1.191000000000000000e+03,2.319000000000000000e+03,2.351000000000000000e+03,9.400000000000000000e+01,7.170000000000000000e+02,6.000000000000000000e+00,6.420000000000000000e+02,1.837000000000000000e+03
1.400000000000000000e+02,4.426000000000000000e+03,1.206000000000000000e+03,2.395000000000000000e+03,2.428000000000000000e+03,1.000000000000000000e+02,7.350000000000000000e+02,6.000000000000000000e+00,6.720000000000000000e+02,1.922000000000000000e+03
1.410000000000000000e+02,4.279000000000000000e+03,1.207000000000000000e+03,2.455000000000000000e+03,2.534000000000000000e+03,1.050000000000000000e+02,7.440000000000000000e+02,6.000000000000000000e+00,6.860000000000000000e+02,1.972000000000000000e+03
1.420000000000000000e+02,4.114000000000000000e+03,1.229000000000000000e+03,2.529000000000000000e+03,2.612000000000000000e+03,1.080000000000000000e+02,7.680000000000000000e+02,6.000000000000000000e+00,7.090000000000000000e+02,2.063000000000000000e+03
1.430000000000000000e+02,3.958000000000000000e+03,1.230000000000000000e+03,2.610000000000000000e+03,2.697000000000000000e+03,1.140000000000000000e+02,7.850000000000000000e+02,6.000000000000000000e+00,7.350000000000000000e+02,2.157000000000000000e+03
1.440000000000000000e+02,3.817000000000000000e+03,1.232000000000000000e+03,2.633000000000000000e+03,2.794000000000000000e+03,1.210000000000000000e+02,7.970000000000000000e+02,6.000000000000000000e+00,7.540000000000000000e+02,2.214000000000000000e+03
1.450000000000000000e+02,3.685000000000000000e+03,1.208000000000000000e+03,2.688000000000000000e+03,2.910000000000000000e+03,1.230000000000000000e+02,8.060000000000000000e+02,6.000000000000000000e+00,7.830000000000000000e+02,2.289000000000000000e+03
1.460000000000000000e+02,3.524000000000000000e+03,1.205000000000000000e+03,2.768000000000000000e+03,3.010000000000000000e+03,1.290000000000000000e+02,8.150000000000000000e+02,6.000000000000000000e+00,8.030000000000000000e+02,2.358000000000000000e+03
1.470000000000000000e+02,3.387000000000000000e+03,1.197000000000000000e+03,2.782000000000000000e+03,3.122000000000000000e+03,1.360000000000000000e+02,8.160000000000000000e+02,6.000000000000000000e+00,8.190000000000000000e+02,2.402000000000000000e+03
1.480000000000000000e+02,3.226000000000000000e+03,1.208000000000000000e+03,2.833000000000000000e+03,3.224000000000000000e+03,1.400000000000000000e+02,8.270000000000000000e+02,6.000000000000000000e+00,8.460000000000000000e+02,2.478000000000000000e+03
1.490000000000000000e+02,3.056000000000000000e+03,1.219000000000000000e+03,2.879000000000000000e+03,3.340000000000000000e+03,1.440000000000000000e+02,8.530000000000000000e+02,6.000000000000000000e+00,8.800000000000000000e+02,2.531000000000000000e+03
1.500000000000000000e+02,2.910000000000000000e+03,1.216000000000000000e+03,2.896000000000000000e+03,3.462000000000000000e+03,1.460000000000000000e+02,8.600000000000000000e+02,6.000000000000000000e+00,9.050000000000000000e+02,2.607000000000000000e+03
1.510000000000000000e+02,2.783000000000000000e+03,1.197000000000000000e+03,2.912000000000000000e+03,3.573000000000000000e+03,1.520000000000000000e+02,8.810000000000000000e+02,6.000000000000000000e+00,9.270000000000000000e+02,2.674000000000000000e+03
1.520000000000000000e+02,2.667000000000000000e+03,1.182000000000000000e+03,2.875000000000000000e+03,3.719000000000000000e+03,1.590000000000000000e+02,8.720000000000000000e+02,6.000000000000000000e+00,9.450000000000000000e+02,2.701000000000000000e+03
1.530000000000000000e+02,2.539000000000000000e+03,1.164000000000000000e+03,2.915000000000000000e+03,3.826000000000000000e+03,1.660000000000000000e+02,8.790000000000000000e+02,6.000000000000000000e+00,9.800000000000000000e+02,2.756000000000000000e+03
1.540000000000000000e+02,2.428000000000000000e+03,1.137000000000000000e+03,2.934000000000000000e+03,3.932000000000000000e+03,1.730000000000000000e+02,8.750000000000000000e+02,6.000000000000000000e+00,9.950000000000000000e+02,2.817000000000000000e+03
1.550000000000000000e+02,2.279000000000000000e+03,1.131000000000000000e+03,2.980000000000000000e+03,4.054000000000000000e+03,1.770000000000000000e+02,8.780000000000000000e+02,6.000000000000000000e+00,1.010000000000000000e+03,2.881000000000000000e+03
1.560000000000000000e+02,2.155000000000000000e+03,1.113000000000000000e+03,2.995000000000000000e+03,4.168000000000000000e+03,1.790000000000000000e+02,8.800000000000000000e+02,6.000000000000000000e+00,1.025000000000000000e+03,2.970000000000000000e+03
1.570000000000000000e+02,2.043000000000000000e+03,1.066000000000000000e+03,3.031000000000000000e+03,4.282000000000000000e+03,1.850000000000000000e+02,8.790000000000000000e+02,6.000000000000000000e+00,1.041000000000000000e+03,3.015000000000000000e+03
1.580000000000000000e+02,1.902000000000000000e+03,1.069000000000000000e+03,3.009000000000000000e+03,4.413000000000000000e+03,1.950000000000000000e+02,8.800000000000000000e+02,6.000000000000000000e+00,1.066000000000000000e+03,3.068000000000000000e+03
1.590000000000000000e+02,1.813000000000000000e+03,1.032000000000000000e+03,2.994000000000000000e+03,4.533000000000000000e+03,2.020000000000000000e+02,8.650000000000000000e+02,6.000000000000000000e+00,1.077000000000000000e+03,3.132000000000000000e+03
1.600000000000000000e+02,1.707000000000000000e+03,1.010000000000000000e+03,2.971000000000000000e+03,4.663000000000000000e+03,2.070000000000000000e+02,8.750000000000000000e+02,6.000000000000000000e+00,1.092000000000000000e+03,3.170000000000000000e+03
1.610000000000000000e+02,1.608000000000000000e+03,9.740000000000000000e+02,2.995000000000000000e+03,4.786000000000000000e+03,2.110000000000000000e+02,8.770000000000000000e+02,6.000000000000000000e+00,1.108000000000000000e+03,3.228000000000000000e+03
1.620000000000000000e+02,1.515000000000000000e+03,9.400000000000000000e+02,2.992000000000000000e+03,4.905000000000000000e+03,2.130000000000000000e+02,8.790000000000000000e+02,6.000000000000000000e+00,1.125000000000000000e+03,3.268000000000000000e+03
1.630000000000000000e+02,1.409000000000000000e+03,9.180000000000000000e+02,2.990000000000000000e+03,5.031000000000000000e+03,2.180000000000000000e+02,8.830000000000000000e+02,6.000000000000000000e+00,1.143000000000000000e+03,3.280000000000000000e+03
1.640000000000000000e+02,1.298000000000000000e+03,9.120000000000000000e+02,2.999000000000000000e+03,5.134000000000000000e+03,2.270000000000000000e+02,8.790000000000000000e+02,6.000000000000000000e+00,1.167000000000000000e+03,3.347000000000000000e+03
1.650000000000000000e+02,1.209000000000000000e+03,8.920000000000000000e+02,2.957000000000000000e+03,5.256000000000000000e+03,2.310000000000000000e+02,8.770000000000000000e+02,6.000000000000000000e+00,1.175000000000000000e+03,3.401000000000000000e+03
1.660000000000000000e+02,1.132000000000000000e+03,8.610000000000000000e+02,2.921000000000000000e+03,5.370000000000000000e+03,2.410000000000000000e+02,8.670000000000000000e+02,6.000000000000000000e+00,1.187000000000000000e+03,3.431000000000000000e+03
1.670000000000000000e+02,1.065000000000000000e+03,8.260000000000000000e+02,2.867000000000000000e+03,5.489000000000000000e+03,2.450000000000000000e+02,8.670000000000000000e+02,6.000000000000000000e+00,1.197000000000000000e+03,3.464000000000000000e+03
1.680000000000000000e+02,9.860000000000000000e+02,7.990000000000000000e+02,2.851000000000000000e+03,5.600000000000000000e+03,2.480000000000000000e+02,8.600000000000000000e+02,6.000000000000000000e+00,1.203000000000000000e+03,3.506000000000000000e+03
1.690000000000000000e+02,9.110000000000000000e+02,7.740000000000000000e+02,2.815000000000000000e+03,5.711000000000000000e+03,2.490000000000000000e+02,8.610000000000000000e+02,6.000000000000000000e+00,1.204000000000000000e+03,3.543000000000000000e+03
1.700000000000000000e+02,8.340000000000000000e+02,7.660000000000000000e+02,2.757000000000000000e+03,5.841000000000000000e+03,2.570000000000000000e+02,8.530000000000000000e+02,6.000000000000000000e+00,1.215000000000000000e+03,3.552000000000000000e+03
1.710000000000000000e+02,7.560000000000000000e+02,7.500000000000000000e+02,2.682000000000000000e+03,5.980000000000000000e+03,2.640000000000000000e+02,8.410000000000000000e+02,6.000000000000000000e+00,1.219000000000000000e+03,3.576000000000000000e+03
1.720000000000000000e+02,7.000000000000000000e+02,7.140000000000000000e+02,2.675000000000000000e+03,6.079000000000000000e+03,2.640000000000000000e+02,8.440000000000000000e+02,6.000000000000000000e+00,1.241000000000000000e+03,3.584000000000000000e+03
1.730000000000000000e+02,6.470000000000000000e+02,6.890000000000000000e+02,2.597000000000000000e+03,6.196000000000000000e+03,2.680000000000000000e+02,8.300000000000000000e+02,6.000000000000000000e+00,1.248000000000000000e+03,3.607000000000000000e+03
1.740000000000000000e+02,5.960000000000000000e+02,6.690000000000000000e+02,2.536000000000000000e+03,6.303000000000000000e+03,2.730000000000000000e+02,8.210000000000000000e+02,6.000000000000000000e+00,1.256000000000000000e+03,3.616000000000000000e+03
1.750000000000000000e+02,5.450000000000000000e+02,6.420000000000000000e+02,2.475000000000000000e+03,6.415000000000000000e+03,2.800000000000000000e+02,8.060000000000000000e+02,6.000000000000000000e+00,1.258000000000000000e+03,3.651000000000000000e+03
1.760000000000000000e+02,5.000000000000000000e+02,5.990000000000000000e+02,2.450000000000000000e+03,6.526000000000000000e+03,2.830000000000000000e+02,8.010000000000000000e+02,6.000000000000000000e+00,1.274000000000000000e+03,3.645000000000000000e+03
1.770000000000000000e+02,4.640000000000000000e+02,5.630000000000000000e+02,2.404000000000000000e+03,6.621000000000000000e+03,2.890000000000000000e+02,7.860000000000000000e+02,6.000000000000000000e+00,1.276000000000000000e+03,3.658000000000000000e+03
1.780000000000000000e+02,4.380000000000000000e+02,5.240000000000000000e+02,2.335000000000000000e+03,6.722000000000000000e+03,2.960000000000000000e+02,7.750000000000000000e+02,6.000000000000000000e+00,1.280000000000000000e+03,3.659000000000000000e+03
1.790000000000000000e+02,4.080000000000000000e+02,5.060000000000000000e+02,2.257000000000000000e+03,6.820000000000000000e+03,2.980000000000000000e+02,7.630000000000000000e+02,6.000000000000000000e+00,1.282000000000000000e+03,3.667000000000000000e+03
1.800000000000000000e+02,3.780000000000000000e+02,4.860000000000000000e+02,2.186000000000000000e+03,6.918000000000000000e+03,3.070000000000000000e+02,7.520000000000000000e+02,6.000000000000000000e+00,1.293000000000000000e+03,3.663000000000000000e+03
1.810000000000000000e+02,3.570000000000000000e+02,4.580000000000000000e+02,2.133000000000000000e+03,7.000000000000000000e+03,3.130000000000000000e+02,7.420000000000000000e+02,6.000000000000000000e+00,1.288000000000000000e+03,3.659000000000000000e+03
1.820000000000000000e+02,3.360000000000000000e+02,4.230000000000000000e+02,2.083000000000000000e+03,7.087000000000000000e+03,3.180000000000000000e+02,7.260000000000000000e+02,6.000000000000000000e+00,1.276000000000000000e+03,3.664000000000000000e+03
1.830000000000000000e+02,3.070000000000000000e+02,3.870000000000000000e+02,2.056000000000000000e+03,7.176000000000000000e+03,3.230000000000000000e+02,7.150000000000000000e+02,6.000000000000000000e+00,1.263000000000000000e+03,3.661000000000000000e+03
1.840000000000000000e+02,2.780000000000000000e+02,3.670000000000000000e+02,2.008000000000000000e+03,7.258000000000000000e+03,3.280000000000000000e+02,7.000000000000000000e+02,6.000000000000000000e+00,1.259000000000000000e+03,3.671000000000000000e+03
1.850000000000000000e+02,2.610000000000000000e+02,3.460000000000000000e+02,1.919000000000000000e+03,7.352000000000000000e+03,3.360000000000000000e+02,6.860000000000000000e+02,6.000000000000000000e+00,1.251000000000000000e+03,3.668000000000000000e+03
1.860000000000000000e+02,2.350000000000000000e+02,3.300000000000000000e+02,1.852000000000000000e+03,7.448000000000000000e+03,3.430000000000000000e+02,6.680000000000000000e+02,6.000000000000000000e+00,1.241000000000000000e+03,3.633000000000000000e+03
1.870000000000000000e+02,2.180000000000000000e+02,3.110000000000000000e+02,1.792000000000000000e+03,7.536000000000000000e+03,3.460000000000000000e+02,6.550000000000000000e+02,6.000000000000000000e+00,1.240000000000000000e+03,3.622000000000000000e+03
1.880000000000000000e+02,2.110000000000000000e+02,2.890000000000000000e+02,1.728000000000000000e+03,7.606000000000000000e+03,3.490000000000000000e+02,6.400000000000000000e+02,6.000000000000000000e+00,1.242000000000000000e+03,3.630000000000000000e+03
1.890000000000000000e+02,1.980000000000000000e+02,2.730000000000000000e+02,1.660000000000000000e+03,7.689000000000000000e+03,3.510000000000000000e+02,6.220000000000000000e+02,6.000000000000000000e+00,1.233000000000000000e+03,3.616000000000000000e+03
1.900000000000000000e+02,1.810000000000000000e+02,2.560000000000000000e+02,1.609000000000000000e+03,7.763000000000000000e+03,3.570000000000000000e+02,6.010000000000000000e+02,6.000000000000000000e+00,1.215000000000000000e+03,3.613000000000000000e+03
1.910000000000000000e+02,1.700000000000000000e+02,2.380000000000000000e+02,1.548000000000000000e+03,7.844000000000000000e+03,3.640000000000000000e+02,5.830000000000000000e+02,6.000000000000000000e+00,1.216000000000000000e+03,3.596000000000000000e+03
1.920000000000000000e+02,1.590000000000000000e+02,2.190000000000000000e+02,1.483000000000000000e+03,7.906000000000000000e+03,3.720000000000000000e+02,5.690000000000000000e+02,6.000000000000000000e+00,1.211000000000000000e+03,3.595000000000000000e+03
1.930000000000000000e+02,1.480000000000000000e+02,1.980000000000000000e+02,1.435000000000000000e+03,7.981000000000000000e+03,3.770000000000000000e+02,5.520000000000000000e+02,6.000000000000000000e+00,1.201000000000000000e+03,3.573000000000000000e+03
1.940000000000000000e+02,1.450000000000000000e+02,1.830000000000000000e+02,1.370000000000000000e+03,8.038000000000000000e+03,3.830000000000000000e+02,5.340000000000000000e+02,6.000000000000000000e+00,1.185000000000000000e+03,3.572000000000000000e+03
1.950000000000000000e+02,1.370000000000000000e+02,1.620000000000000000e+02,1.337000000000000000e+03,8.096000000000000000e+03,3.840000000000000000e+02,5.260000000000000000e+02,6.000000000000000000e+00,1.184000000000000000e+03,3.562000000000000000e+03
1.960000000000000000e+02,1.300000000000000000e+02,1.490000000000000000e+02,1.301000000000000000e+03,8.148000000000000000e+03,3.870000000000000000e+02,5.140000000000000000e+02,6.000000000000000000e+00,1.183000000000000000e+03,3.553000000000000000e+03
1.970000000000000000e+02,1.240000000000000000e+02,1.380000000000000000e+02,1.239000000000000000e+03,8.208000000000000000e+03,3.900000000000000000e+02,5.050000000000000000e+02,6.000000000000000000e+00,1.184000000000000000e+03,3.527000000000000000e+03
1.980000000000000000e+02,1.140000000000000000e+02,1.320000000000000000e+02,1.196000000000000000e+03,8.261000000000000000e+03,3.920000000000000000e+02,4.990000000000000000e+02,6.000000000000000000e+00,1.180000000000000000e+03,3.521000000000000000e+03
1.990000000000000000e+02,1.010000000000000000e+02,1.260000000000000000e+02,1.142000000000000000e+03,8.324000000000000000e+03,3.980000000000000000e+02,4.810000000000000000e+02,6.000000000000000000e+00,1.163000000000000000e+03,3.509000000000000000e+03
