#Time, 1: Suscep Indv, 2: No. Exp Indv, 3: No. Inf Indv, 4: No. Rec Indv, 5: No. Dead Indv, 6: Sev Cases, 7: Hosp Cases, 8:Q Sev Cases, 9: QNS Cases 
9.500000000000000000e+01,8.903000000000000000e+03,2.570000000000000000e+02,5.010000000000000000e+02,4.410000000000000000e+02,1.600000000000000000e+01,1.490000000000000000e+02,6.000000000000000000e+00,1.210000000000000000e+02,4.000000000000000000e+02
9.600000000000000000e+01,8.864000000000000000e+03,2.630000000000000000e+02,5.210000000000000000e+02,4.590000000000000000e+02,1.600000000000000000e+01,1.530000000000000000e+02,6.000000000000000000e+00,1.240000000000000000e+02,4.100000000000000000e+02
9.700000000000000000e+01,8.822000000000000000e+03,2.760000000000000000e+02,5.490000000000000000e+02,4.680000000000000000e+02,1.600000000000000000e+01,1.630000000000000000e+02,6.000000000000000000e+00,1.280000000000000000e+02,4.240000000000000000e+02
9.800000000000000000e+01,8.788000000000000000e+03,2.810000000000000000e+02,5.540000000000000000e+02,4.880000000000000000e+02,1.700000000000000000e+01,1.660000000000000000e+02,6.000000000000000000e+00,1.360000000000000000e+02,4.250000000000000000e+02
9.900000000000000000e+01,8.730000000000000000e+03,3.010000000000000000e+02,5.750000000000000000e+02,5.070000000000000000e+02,1.700000000000000000e+01,1.730000000000000000e+02,6.000000000000000000e+00,1.430000000000000000e+02,4.480000000000000000e+02
1.000000000000000000e+02,8.665000000000000000e+03,3.200000000000000000e+02,6.170000000000000000e+02,5.280000000000000000e+02,1.700000000000000000e+01,1.770000000000000000e+02,6.000000000000000000e+00,1.500000000000000000e+02,4.550000000000000000e+02
1.010000000000000000e+02,8.614000000000000000e+03,3.370000000000000000e+02,6.240000000000000000e+02,5.440000000000000000e+02,1.700000000000000000e+01,1.890000000000000000e+02,6.000000000000000000e+00,1.640000000000000000e+02,4.840000000000000000e+02
1.020000000000000000e+02,8.574000000000000000e+03,3.400000000000000000e+02,6.520000000000000000e+02,5.600000000000000000e+02,1.800000000000000000e+01,1.960000000000000000e+02,6.000000000000000000e+00,1.700000000000000000e+02,5.050000000000000000e+02
1.030000000000000000e+02,8.519000000000000000e+03,3.500000000000000000e+02,6.740000000000000000e+02,5.850000000000000000e+02,1.900000000000000000e+01,2.060000000000000000e+02,6.000000000000000000e+00,1.800000000000000000e+02,5.210000000000000000e+02
1.040000000000000000e+02,8.469000000000000000e+03,3.540000000000000000e+02,7.030000000000000000e+02,6.070000000000000000e+02,2.000000000000000000e+01,2.110000000000000000e+02,6.000000000000000000e+00,1.880000000000000000e+02,5.500000000000000000e+02
1.050000000000000000e+02,8.386000000000000000e+03,3.850000000000000000e+02,7.350000000000000000e+02,6.360000000000000000e+02,2.100000000000000000e+01,2.280000000000000000e+02,6.000000000000000000e+00,1.890000000000000000e+02,5.560000000000000000e+02
1.060000000000000000e+02,8.328000000000000000e+03,4.050000000000000000e+02,7.400000000000000000e+02,6.600000000000000000e+02,2.100000000000000000e+01,2.300000000000000000e+02,6.000000000000000000e+00,2.010000000000000000e+02,5.860000000000000000e+02
1.070000000000000000e+02,8.265000000000000000e+03,4.200000000000000000e+02,7.700000000000000000e+02,6.870000000000000000e+02,2.200000000000000000e+01,2.370000000000000000e+02,6.000000000000000000e+00,2.050000000000000000e+02,6.080000000000000000e+02
1.080000000000000000e+02,8.201000000000000000e+03,4.250000000000000000e+02,8.180000000000000000e+02,7.210000000000000000e+02,2.300000000000000000e+01,2.430000000000000000e+02,6.000000000000000000e+00,2.050000000000000000e+02,6.340000000000000000e+02
1.090000000000000000e+02,8.126000000000000000e+03,4.440000000000000000e+02,8.550000000000000000e+02,7.540000000000000000e+02,2.400000000000000000e+01,2.460000000000000000e+02,6.000000000000000000e+00,2.110000000000000000e+02,6.760000000000000000e+02
1.100000000000000000e+02,8.063000000000000000e+03,4.520000000000000000e+02,8.880000000000000000e+02,7.820000000000000000e+02,2.500000000000000000e+01,2.500000000000000000e+02,6.000000000000000000e+00,2.210000000000000000e+02,7.020000000000000000e+02
1.110000000000000000e+02,7.996000000000000000e+03,4.690000000000000000e+02,9.010000000000000000e+02,8.100000000000000000e+02,2.600000000000000000e+01,2.700000000000000000e+02,6.000000000000000000e+00,2.360000000000000000e+02,7.250000000000000000e+02
