#Time, 1: Suscep Indv, 2: No. Exp Indv, 3: No. Inf Indv, 4: No. Cont Indv, 5: No. Rec Indv, 6: No. Dead Indv, 7: Sev Cases, 8: Hosp Cases, 9:Q Sev Cases, 10: QNS Cases, 11: Cumulative Inf Count 
1.800000000000000000e+01,9.836000000000000000e+03,6.800000000000000000e+01,8.300000000000000000e+01,4.800000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,1.770000000000000000e+02
1.900000000000000000e+01,9.815000000000000000e+03,7.600000000000000000e+01,9.000000000000000000e+01,5.100000000000000000e+01,2.800000000000000000e+01,0.000000000000000000e+00,4.400000000000000000e+01,1.300000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00,2.010000000000000000e+02
2.000000000000000000e+01,9.794000000000000000e+03,8.000000000000000000e+01,1.060000000000000000e+02,6.500000000000000000e+01,3.200000000000000000e+01,0.000000000000000000e+00,4.600000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,2.260000000000000000e+02
2.100000000000000000e+01,9.775000000000000000e+03,8.000000000000000000e+01,1.260000000000000000e+02,7.700000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,5.100000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+01,2.490000000000000000e+02
2.200000000000000000e+01,9.754000000000000000e+03,8.600000000000000000e+01,1.420000000000000000e+02,8.500000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,5.800000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.700000000000000000e+01,2.730000000000000000e+02
2.300000000000000000e+01,9.714000000000000000e+03,1.100000000000000000e+02,1.580000000000000000e+02,8.900000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,6.900000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,3.160000000000000000e+02
2.400000000000000000e+01,9.685000000000000000e+03,1.230000000000000000e+02,1.690000000000000000e+02,9.400000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00,8.000000000000000000e+01,2.700000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01,3.490000000000000000e+02
2.500000000000000000e+01,9.664000000000000000e+03,1.280000000000000000e+02,1.820000000000000000e+02,9.900000000000000000e+01,5.100000000000000000e+01,1.000000000000000000e+00,8.900000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,2.300000000000000000e+01,3.740000000000000000e+02
2.600000000000000000e+01,9.631000000000000000e+03,1.450000000000000000e+02,1.930000000000000000e+02,1.030000000000000000e+02,5.900000000000000000e+01,1.000000000000000000e+00,9.400000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,2.200000000000000000e+01,4.100000000000000000e+02
2.700000000000000000e+01,9.593000000000000000e+03,1.580000000000000000e+02,2.140000000000000000e+02,1.130000000000000000e+02,6.500000000000000000e+01,2.000000000000000000e+00,1.010000000000000000e+02,4.000000000000000000e+01,0.000000000000000000e+00,2.500000000000000000e+01,4.510000000000000000e+02
2.800000000000000000e+01,9.559000000000000000e+03,1.700000000000000000e+02,2.280000000000000000e+02,1.150000000000000000e+02,7.500000000000000000e+01,2.000000000000000000e+00,1.080000000000000000e+02,4.500000000000000000e+01,0.000000000000000000e+00,3.200000000000000000e+01,4.890000000000000000e+02
2.900000000000000000e+01,9.533000000000000000e+03,1.730000000000000000e+02,2.460000000000000000e+02,1.240000000000000000e+02,8.300000000000000000e+01,2.000000000000000000e+00,1.200000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,3.400000000000000000e+01,5.180000000000000000e+02
3.000000000000000000e+01,9.506000000000000000e+03,1.820000000000000000e+02,2.600000000000000000e+02,1.270000000000000000e+02,8.900000000000000000e+01,2.000000000000000000e+00,1.260000000000000000e+02,5.200000000000000000e+01,0.000000000000000000e+00,3.800000000000000000e+01,5.480000000000000000e+02
3.100000000000000000e+01,9.478000000000000000e+03,1.900000000000000000e+02,2.770000000000000000e+02,1.310000000000000000e+02,9.500000000000000000e+01,2.000000000000000000e+00,1.380000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00,3.900000000000000000e+01,5.790000000000000000e+02
3.200000000000000000e+01,9.457000000000000000e+03,1.920000000000000000e+02,2.910000000000000000e+02,1.280000000000000000e+02,1.020000000000000000e+02,2.000000000000000000e+00,1.430000000000000000e+02,6.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+01,6.030000000000000000e+02
3.300000000000000000e+01,9.425000000000000000e+03,1.990000000000000000e+02,3.010000000000000000e+02,1.330000000000000000e+02,1.150000000000000000e+02,4.000000000000000000e+00,1.550000000000000000e+02,7.500000000000000000e+01,0.000000000000000000e+00,5.600000000000000000e+01,6.380000000000000000e+02
3.400000000000000000e+01,9.397000000000000000e+03,2.030000000000000000e+02,3.130000000000000000e+02,1.380000000000000000e+02,1.260000000000000000e+02,4.000000000000000000e+00,1.610000000000000000e+02,8.000000000000000000e+01,0.000000000000000000e+00,5.800000000000000000e+01,6.690000000000000000e+02
3.500000000000000000e+01,9.369000000000000000e+03,2.090000000000000000e+02,3.210000000000000000e+02,1.350000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,1.640000000000000000e+02,8.100000000000000000e+01,0.000000000000000000e+00,6.100000000000000000e+01,7.000000000000000000e+02
3.600000000000000000e+01,9.340000000000000000e+03,2.100000000000000000e+02,3.370000000000000000e+02,1.470000000000000000e+02,1.470000000000000000e+02,8.000000000000000000e+00,1.720000000000000000e+02,8.800000000000000000e+01,0.000000000000000000e+00,6.400000000000000000e+01,7.320000000000000000e+02
3.700000000000000000e+01,9.303000000000000000e+03,2.220000000000000000e+02,3.510000000000000000e+02,1.500000000000000000e+02,1.580000000000000000e+02,8.000000000000000000e+00,1.820000000000000000e+02,9.500000000000000000e+01,0.000000000000000000e+00,7.100000000000000000e+01,7.720000000000000000e+02
3.800000000000000000e+01,9.272000000000000000e+03,2.350000000000000000e+02,3.550000000000000000e+02,1.510000000000000000e+02,1.700000000000000000e+02,9.000000000000000000e+00,1.870000000000000000e+02,1.010000000000000000e+02,0.000000000000000000e+00,7.900000000000000000e+01,8.030000000000000000e+02
